id,y
0.0,57.118217
1.0,74.086800
2.0,71.186974
3.0,71.061157
4.0,72.645531
5.0,55.475887
6.0,65.171059
7.0,75.994698
8.0,61.635159
9.0,51.247913
10.0,77.235458
11.0,75.360435
12.0,59.000328
13.0,72.746635
14.0,71.980659
15.0,63.481144
16.0,78.662010
17.0,68.155350
18.0,66.699005
19.0,69.507355
20.0,62.583473
21.0,55.177197
22.0,78.879753
23.0,78.525482
24.0,69.342934
25.0,72.399796
26.0,77.320427
27.0,71.090599
28.0,69.116425
29.0,66.776649
30.0,63.205170
31.0,76.813210
32.0,69.293655
33.0,70.347977
34.0,64.929558
35.0,62.932327
36.0,64.540108
37.0,77.956604
38.0,70.447174
39.0,63.376362
40.0,64.282776
41.0,72.891563
42.0,65.016441
43.0,73.949753
44.0,59.602348
45.0,74.579887
46.0,72.081291
47.0,78.829102
48.0,75.999626
49.0,81.789459
50.0,82.074928
51.0,64.912178
52.0,81.811310
53.0,75.448181
54.0,75.970039
55.0,79.348839
56.0,70.064148
57.0,70.006783
58.0,68.513031
59.0,74.183708
60.0,75.446175
61.0,72.608688
62.0,70.668953
63.0,74.603195
64.0,78.028976
65.0,63.604939
66.0,68.734634
67.0,53.672993
68.0,82.664078
69.0,84.776611
70.0,64.660667
71.0,73.871132
72.0,68.046410
73.0,73.007431
74.0,60.973301
75.0,60.753574
76.0,73.662079
77.0,69.953171
78.0,72.274307
79.0,62.552532
80.0,85.268044
81.0,74.080933
82.0,66.287109
83.0,61.197144
84.0,79.274567
85.0,76.377022
86.0,68.229195
87.0,70.097115
88.0,64.357689
89.0,56.662331
90.0,63.543598
91.0,67.469704
92.0,75.579262
93.0,60.106010
94.0,76.500008
95.0,79.223991
96.0,70.714828
97.0,62.239204
98.0,59.816368
99.0,75.053452
100.0,77.239876
101.0,71.741661
102.0,58.443165
103.0,83.752136
104.0,79.274277
105.0,61.845497
106.0,74.004745
107.0,81.164398
108.0,74.550751
109.0,79.420547
110.0,71.936989
111.0,72.626228
112.0,68.066269
113.0,66.607765
114.0,65.908104
115.0,86.020668
116.0,73.274170
117.0,71.210419
118.0,70.642578
119.0,75.935814
120.0,73.345352
121.0,72.862061
122.0,64.191612
123.0,76.145470
124.0,78.031212
125.0,71.536911
126.0,55.885838
127.0,73.945541
128.0,75.262718
129.0,75.696739
130.0,73.849297
131.0,65.163124
132.0,78.622528
133.0,73.726524
134.0,71.847252
135.0,72.092506
136.0,60.328789
137.0,73.681068
138.0,62.386917
139.0,82.410637
140.0,81.002724
141.0,74.972672
142.0,74.652061
143.0,69.402046
144.0,68.325722
145.0,65.104279
146.0,68.504967
147.0,79.687920
148.0,80.749199
149.0,69.436958
150.0,66.098877
151.0,74.139526
152.0,67.387367
153.0,72.628197
154.0,56.990849
155.0,65.552574
156.0,69.135757
157.0,71.341187
158.0,80.970695
159.0,73.057251
160.0,77.223785
161.0,65.485764
162.0,60.087578
163.0,64.602310
164.0,77.357018
165.0,69.585686
166.0,72.573891
167.0,69.949432
168.0,64.504967
169.0,73.999130
170.0,74.737740
171.0,62.243752
172.0,70.628075
173.0,75.254555
174.0,68.309654
175.0,69.848274
176.0,64.045906
177.0,60.636524
178.0,78.067619
179.0,70.862129
180.0,71.843803
181.0,68.311340
182.0,71.495735
183.0,75.370277
184.0,81.952499
185.0,58.301289
186.0,66.158066
187.0,69.114914
188.0,84.832588
189.0,80.530045
190.0,50.403309
191.0,61.590191
192.0,77.796074
193.0,57.462784
194.0,80.107635
195.0,59.436951
196.0,66.252533
197.0,76.124313
198.0,78.532303
199.0,75.704895
200.0,74.611336
201.0,71.449669
202.0,76.174187
203.0,63.215679
204.0,66.660049
205.0,79.076935
206.0,61.376549
207.0,77.131561
208.0,58.924080
209.0,78.706284
210.0,65.711990
211.0,64.626625
212.0,76.415955
213.0,78.501801
214.0,79.461838
215.0,65.891953
216.0,72.464638
217.0,67.669785
218.0,57.201195
219.0,77.856308
220.0,61.442177
221.0,70.821671
222.0,68.253601
223.0,69.218697
224.0,68.831665
225.0,76.484711
226.0,71.071350
227.0,77.122719
228.0,72.426071
229.0,67.030495
230.0,56.957741
231.0,54.808365
232.0,73.276802
233.0,64.536568
234.0,68.547867
235.0,59.056862
236.0,80.997124
237.0,69.233803
238.0,71.071251
239.0,70.807365
240.0,60.564274
241.0,67.969383
242.0,68.033562
243.0,66.180931
244.0,67.352257
245.0,75.476067
246.0,66.179565
247.0,68.117661
248.0,72.894920
249.0,68.896881
250.0,68.228745
251.0,53.416695
252.0,79.269638
253.0,74.073112
254.0,77.817314
255.0,78.225990
256.0,58.529171
257.0,58.006329
258.0,67.801437
259.0,80.139107
260.0,61.871658
261.0,79.875824
262.0,68.196930
263.0,82.674797
264.0,62.287842
265.0,74.725037
266.0,61.254002
267.0,70.112358
268.0,81.135391
269.0,63.552719
270.0,65.564575
271.0,82.482826
272.0,81.473740
273.0,78.291466
274.0,78.553055
275.0,66.787865
276.0,60.027206
277.0,73.526474
