id,y
0.0,60.67046112221658
1.0,74.4390736004418
2.0,71.52319976060105
3.0,76.45792370154508
4.0,74.50762330151613
5.0,60.607881492996356
6.0,66.79143132454315
7.0,68.07987757090568
8.0,69.4377459762752
9.0,61.75998949851912
10.0,75.03392532980568
11.0,72.34693535504181
12.0,54.07432749860796
13.0,71.57780523679382
14.0,76.3784401192534
15.0,67.40272553142631
16.0,72.72742622664366
17.0,70.84225709592567
18.0,64.08004475210493
19.0,64.98638771958204
20.0,59.96089312620312
21.0,56.766556119568094
22.0,76.38539689922513
23.0,79.50046496015831
24.0,62.47598121072758
25.0,72.20327765552712
26.0,72.8358407842705
27.0,77.69942274628697
28.0,68.48533487650354
29.0,64.80801904735333
30.0,65.30490681591183
31.0,75.68736409270474
32.0,69.38854245774833
33.0,71.14070289034485
34.0,71.8898961158757
35.0,63.969716230635505
36.0,66.08460174391188
37.0,75.13490367582762
38.0,67.05519582324473
39.0,67.70852080443125
40.0,64.38557410564195
41.0,68.50754376536128
42.0,74.76660741314818
43.0,72.73422336863537
44.0,55.01020864427028
45.0,75.12101315416712
46.0,60.39372959458434
47.0,78.2014041648409
48.0,77.79873265970066
49.0,81.32280262629409
50.0,81.41817041659888
51.0,61.91008320572211
52.0,80.68322606001308
53.0,74.89864909342295
54.0,76.90739188152364
55.0,84.91378715871991
56.0,69.89007686606665
57.0,70.09935654456486
58.0,67.78898713453552
59.0,72.32105208689667
60.0,75.66041283195526
61.0,69.59138902056472
62.0,69.81951476194598
63.0,74.89957095642191
64.0,76.03927571920849
65.0,66.35730907504822
66.0,73.23277652812263
67.0,59.71224124622484
68.0,79.11142808502314
69.0,83.29717143519916
70.0,65.1937730104488
71.0,75.38129501754722
72.0,68.27459429004772
73.0,72.92610199930031
74.0,65.11824491562547
75.0,63.98010197295626
76.0,73.3028678433711
77.0,64.38102780245673
78.0,68.5967259528251
79.0,59.43745419969018
80.0,81.78556781917973
81.0,75.56105933855032
82.0,73.16509181488857
83.0,64.7997907927963
84.0,77.07327894243727
85.0,73.43772297528523
86.0,70.85941813222419
87.0,65.1296969291031
88.0,70.69776330214819
89.0,60.473353819395946
90.0,66.10854694776003
91.0,69.9913735584004
92.0,72.08682009947871
93.0,60.081133757625196
94.0,77.69110436555383
95.0,79.842409291492
96.0,72.37631961542297
97.0,62.300551766357245
98.0,56.86331669194028
99.0,77.52421041846219
100.0,76.26846433893527
101.0,67.03057606644262
102.0,60.69020870044308
103.0,79.97901407355378
104.0,75.16051769434114
105.0,62.05051730204678
106.0,64.85229643449277
107.0,81.11287973815334
108.0,72.97456481304144
109.0,74.32347824597497
110.0,73.14361348934403
111.0,68.67642248686752
112.0,71.89207323194276
113.0,72.46575488952423
114.0,65.78285644828594
115.0,87.30696013313502
116.0,72.74395002785303
117.0,72.9577354107004
118.0,75.28525199692248
119.0,75.39474270829113
120.0,75.04868506109612
121.0,68.55849469268577
122.0,73.63769093539483
123.0,82.02753237983029
124.0,74.57619942377457
125.0,74.94222046565281
126.0,55.71515127496623
127.0,72.28056570776387
128.0,83.08505911064977
129.0,77.17291080575541
130.0,76.68815883691158
131.0,60.18367825893808
132.0,76.11230555231501
133.0,73.33232610238728
134.0,71.13714014477084
135.0,74.54154570514521
136.0,63.14849753946726
137.0,72.58506982079521
138.0,65.18795759099983
139.0,79.82763541441454
140.0,79.02541973524328
141.0,68.44310427536345
142.0,74.46949046078569
143.0,66.17360549160031
144.0,68.78621281036993
145.0,62.53673292126292
146.0,70.28925399287562
147.0,77.42807333932336
148.0,78.4357013954421
149.0,71.18288947960669
150.0,65.68543412032217
151.0,71.95199107763712
152.0,68.13254692770252
153.0,70.97959975174147
154.0,58.80283263150211
155.0,66.48003041667239
156.0,71.33332853900241
157.0,69.20939082453229
158.0,81.02109878322956
159.0,65.10084970626033
160.0,84.96546028969985
161.0,63.84327909340336
162.0,62.4692159592041
163.0,65.9589622117231
164.0,83.14796801325278
165.0,68.18670100803288
166.0,69.50337951988608
167.0,67.66693581472872
168.0,67.59542689166436
169.0,73.15670598796012
170.0,77.75754518376193
171.0,74.41409631108166
172.0,69.83760111863786
173.0,76.3847891964635
174.0,74.80742692632228
175.0,66.30801340970312
176.0,68.14374632240948
177.0,62.03335710851817
178.0,78.14768682290149
179.0,69.49058892292481
180.0,68.45219417826848
181.0,69.79487826132579
182.0,69.48761502698841
183.0,79.3504156441741
184.0,79.35850771008145
185.0,61.644298031315635
186.0,67.94567746312758
187.0,68.94283970779192
188.0,90.05129317084757
189.0,81.77158150809491
190.0,54.874128809754204
191.0,60.65749993002471
192.0,78.9683060942108
193.0,57.51773004698873
194.0,77.35334889713467
195.0,59.98550398319151
196.0,62.33626707578401
197.0,73.52986893049359
198.0,79.79042760544465
199.0,76.7642303725536
200.0,76.51556055766115
201.0,69.45039593602363
202.0,73.47753675996113
203.0,69.94022147604122
204.0,65.30175831725596
205.0,77.19336735959736
206.0,57.55946094622838
207.0,71.95826171750593
208.0,59.30251564290867
209.0,77.77738372239862
210.0,67.78044388189825
211.0,63.543433515188326
212.0,78.25263500358278
213.0,73.19648286535052
214.0,82.98699918053954
215.0,64.54273310743869
216.0,72.78475709279408
217.0,65.53970234422735
218.0,60.809482220865995
219.0,76.60763460659365
220.0,65.37571699761322
221.0,68.51796746535236
222.0,69.76215645131042
223.0,72.30849136442819
224.0,71.83370610882449
225.0,72.72983654411254
226.0,71.86266063005797
227.0,80.17298766977403
228.0,74.07239134567648
229.0,68.24666064936339
230.0,57.610990607868345
231.0,55.23521862653477
232.0,73.19985602358081
233.0,66.77120641020622
234.0,72.3667998886493
235.0,62.05141398936055
236.0,80.2183027485864
237.0,71.08342554654789
238.0,70.95598452348926
239.0,70.73204738045185
240.0,57.629295655114866
241.0,67.03385514022963
242.0,67.72254553822881
243.0,67.69066673629392
